0.000000,0.111636
0.010000,0.111675
0.020000,0.112496
0.030000,0.114160
0.040000,0.116675
0.050000,0.114809
0.060000,0.112877
0.070000,0.111858
0.080000,0.111661
0.090000,0.111873
0.100000,0.112927
0.110000,0.114883
0.120000,0.116543
0.130000,0.114053
0.140000,0.112446
0.150000,0.111675
0.160000,0.111613
0.170000,0.112118
0.180000,0.113524
0.190000,0.115753
0.200000,0.115627
0.210000,0.113424
0.220000,0.112073
0.230000,0.111651
0.240000,0.111681
0.250000,0.112466
0.260000,0.114145
0.270000,0.116656
0.280000,0.114805
0.290000,0.112912
0.300000,0.111823
0.310000,0.111648
0.320000,0.111854
0.330000,0.112936
0.340000,0.114886
0.350000,0.116576
0.360000,0.114074
0.370000,0.112463
0.380000,0.111669
0.390000,0.111643
0.400000,0.112095
0.410000,0.113472
0.420000,0.115732
0.430000,0.115675
0.440000,0.113451
0.450000,0.112103
0.460000,0.111612
0.470000,0.111733
0.480000,0.112454
0.490000,0.114120
0.500000,0.116624
0.510000,0.114836
0.520000,0.112918
0.530000,0.111855
0.540000,0.111677
0.550000,0.111849
0.560000,0.112928
0.570000,0.114884
0.580000,0.116606
0.590000,0.114095
0.600000,0.112484
0.610000,0.111690
0.620000,0.111816
0.630000,0.112843
0.640000,0.114760
0.650000,0.117477
0.660000,0.115669
0.670000,0.113445
0.680000,0.112080
0.690000,0.111628
0.700000,0.112064
0.710000,0.113338
0.720000,0.115535
0.730000,0.117664
0.740000,0.114863
0.750000,0.112946
0.760000,0.111849
0.770000,0.111652
0.780000,0.112395
0.790000,0.114018
0.800000,0.116451
0.810000,0.116625
0.820000,0.114153
0.830000,0.112472
0.839999,0.111693
0.849999,0.111825
0.859999,0.112838
0.869999,0.114710
0.879999,0.117421
0.889999,0.115727
0.899999,0.113512
0.909999,0.112107
0.919999,0.111624
0.929999,0.112052
0.939999,0.113335
0.949999,0.115520
0.959999,0.117676
0.969999,0.114905
0.979999,0.112936
0.989999,0.111875
0.999999,0.111674
1.009999,0.112391
1.019999,0.113953
1.029999,0.116416
1.039999,0.116676
1.049999,0.114148
1.059999,0.112484
1.069999,0.111693
1.079999,0.111796
1.089999,0.112790
1.099999,0.114687
1.109999,0.117406
1.119999,0.115765
1.129999,0.113487
1.139999,0.112115
1.149999,0.111660
1.159999,0.112036
1.169999,0.113330
1.179999,0.115488
1.189999,0.117694
1.199999,0.114930
1.209999,0.112940
1.219999,0.111843
1.229999,0.111643
1.239999,0.112344
1.249999,0.113941
1.259999,0.116368
1.269999,0.116705
1.279999,0.114193
1.289999,0.112520
1.299999,0.111710
1.309999,0.111810
1.319999,0.112801
1.329999,0.114642
1.339999,0.117362
1.349999,0.115778
1.359999,0.113520
1.369999,0.112125
1.379999,0.111642
1.389999,0.112035
1.399999,0.113333
1.409999,0.115466
1.419999,0.117728
1.429999,0.114945
1.439999,0.112998
1.449999,0.111858
1.459999,0.111668
1.469999,0.112359
1.479999,0.113926
1.489999,0.116338
1.499999,0.116724
1.509999,0.114187
1.519999,0.112530
1.529999,0.111687
1.539999,0.111792
1.549999,0.112783
1.559999,0.114637
1.569999,0.117324
1.579999,0.115775
1.589999,0.113527
1.599999,0.112138
1.609999,0.111627
1.619999,0.112030
1.629999,0.113312
1.639999,0.115445
1.649999,0.117748
1.659999,0.114931
1.669999,0.112989
1.679999,0.111863
1.689999,0.111630
1.699999,0.112357
1.709999,0.113921
1.719999,0.116319
1.729999,0.116734
1.739999,0.114215
1.749999,0.112541
1.759999,0.111710
1.769999,0.111804
1.779999,0.112750
1.789999,0.114616
1.799999,0.117303
1.809999,0.115835
1.819999,0.113560
1.829999,0.112171
1.839999,0.111611
1.849999,0.112000
1.859999,0.113263
1.869999,0.115410
1.879999,0.117766
1.889999,0.114961
1.899999,0.112998
1.909999,0.111867
1.919999,0.111649
1.929999,0.112327
1.939999,0.113892
1.949998,0.116288
1.959998,0.116776
1.969998,0.114234
1.979998,0.112550
1.989998,0.111748
1.999998,0.111784
2.009999,0.112748
2.019999,0.114619
2.029999,0.117278
2.039999,0.115842
2.049999,0.113579
2.059999,0.112135
2.069999,0.111598
2.079998,0.111999
2.089998,0.113280
2.099998,0.115403
2.109998,0.117848
2.119998,0.114987
2.129998,0.112998
2.139998,0.111908
2.149998,0.111639
2.159998,0.112317
2.169998,0.113850
2.179998,0.116290
2.189998,0.116831
2.199998,0.114249
2.209998,0.112559
2.219998,0.111713
2.229998,0.111776
2.239998,0.112703
2.249998,0.114567
2.259998,0.117243
2.269998,0.115905
2.279998,0.113594
2.289998,0.112166
2.299998,0.111625
2.309998,0.111994
2.319998,0.113245
2.329998,0.115381
2.339998,0.117880
2.349998,0.115053
2.359998,0.113012
2.369998,0.111904
2.379998,0.111637
2.389998,0.112321
2.399998,0.113877
2.409998,0.116236
2.419998,0.116840
2.429998,0.114280
2.439998,0.112565
2.449998,0.111717
2.459998,0.111752
2.469998,0.112702
2.479998,0.114535
2.489998,0.117180
2.499998,0.115928
2.509998,0.113621
2.519998,0.112184
2.529998,0.111618
2.539998,0.111997
2.549998,0.113214
2.559998,0.115352
2.569998,0.117867
2.579998,0.115062
2.589998,0.113034
2.599998,0.111896
2.609998,0.111655
2.619998,0.112291
2.629998,0.113834
2.639998,0.116256
2.649998,0.116863
2.659998,0.114289
2.669998,0.112592
2.679998,0.111736
2.689998,0.111773
2.699998,0.112708
2.709998,0.114527
2.719998,0.117175
2.729998,0.115922
2.739998,0.113640
2.749998,0.112192
2.759998,0.111618
2.769998,0.111970
2.779998,0.113212
2.789998,0.115322
2.799998,0.117896
2.809998,0.115055
2.819998,0.113084
2.829998,0.111911
2.839998,0.111651
2.849998,0.112293
2.859998,0.113810
2.869998,0.116214
2.879998,0.116891
2.889998,0.114307
2.899998,0.112585
2.909998,0.111736
2.919998,0.111767
2.929998,0.112682
2.939998,0.114509
2.949998,0.117168
2.959998,0.115963
2.969998,0.113633
2.979998,0.112198
2.989998,0.111663
2.999998,0.111988
3.009998,0.113221
3.019998,0.115283
3.029998,0.117919
3.039998,0.115115
3.049998,0.113075
3.059998,0.111920
3.069998,0.111640
3.079998,0.112288
3.089998,0.113804
3.099998,0.116180
3.109998,0.116933
3.119998,0.114332
3.129997,0.112574
3.139997,0.111766
3.149997,0.111733
3.159997,0.112672
3.169997,0.114480
3.179997,0.117138
3.189997,0.116006
3.199997,0.113664
3.209997,0.112199
3.219997,0.111630
3.229997,0.111946
3.239997,0.113187
3.249997,0.115265
3.259997,0.117975
3.269997,0.115134
3.279997,0.113084
3.289997,0.111907
3.299997,0.111667
3.309997,0.112288
3.319997,0.113770
3.329997,0.116148
3.339997,0.116950
3.349997,0.114347
3.359997,0.112609
3.369997,0.111739
3.379997,0.111775
3.389997,0.112675
3.399997,0.114478
3.409997,0.117096
3.419997,0.116020
3.429997,0.113681
3.439997,0.112248
3.449997,0.111642
3.459997,0.111937
3.469997,0.113179
3.479997,0.115246
3.489997,0.118012
3.499997,0.115165
3.509997,0.113123
3.519997,0.111928
3.529997,0.111624
3.539997,0.112255
3.549997,0.113774
3.559997,0.116106
3.569997,0.117001
3.579997,0.114379
3.589997,0.112598
3.599997,0.111710
3.609997,0.111770
3.619997,0.112613
3.629997,0.114481
3.639997,0.117073
3.649997,0.116030
3.659997,0.113688
3.669997,0.112225
3.679997,0.111642
3.689997,0.111950
3.699997,0.113151
3.709997,0.115215
3.719997,0.118056
3.729997,0.115162
3.739997,0.113114
3.749997,0.111934
3.759997,0.111624
3.769997,0.112258
3.779997,0.113733
3.789997,0.116099
3.799997,0.117021
3.809997,0.114384
3.819997,0.112633
3.829997,0.111739
3.839997,0.111751
3.849997,0.112651
3.859997,0.114428
3.869997,0.117053
3.879997,0.116052
3.889997,0.113725
3.899997,0.112236
3.909997,0.111666
3.919997,0.111935
3.929997,0.113111
3.939997,0.115180
3.949997,0.118102
3.959997,0.115193
3.969997,0.113103
3.979997,0.111946
3.989997,0.111655
3.999997,0.112266
4.009997,0.113713
4.019997,0.116064
4.029997,0.117061
4.039998,0.114422
4.049998,0.112655
4.059998,0.111754
4.069998,0.111743
4.079998,0.112636
4.089999,0.114402
4.099999,0.117032
4.109999,0.116099
4.119999,0.113740
4.130000,0.112246
4.140000,0.111668
4.150000,0.111926
4.160000,0.113127
4.170001,0.115159
4.180001,0.118025
4.190001,0.115212
4.200001,0.113145
4.210001,0.111970
4.220002,0.111622
4.230002,0.112236
4.240002,0.113684
4.250002,0.116049
4.260003,0.117060
4.270003,0.114464
4.280003,0.112661
4.290003,0.111733
4.300004,0.111767
4.310004,0.112615
4.320004,0.114390
4.330004,0.116977
4.340004,0.116141
4.350005,0.113750
4.360005,0.112251
4.370005,0.111649
4.380005,0.111920
4.390006,0.113079
4.400006,0.115145
4.410006,0.117995
4.420006,0.115212
4.430007,0.113179
4.440007,0.111941
4.450007,0.111625
4.460007,0.112211
4.470007,0.113663
4.480008,0.116014
4.490008,0.117102
4.500008,0.114474
4.510008,0.112663
4.520009,0.111748
4.530009,0.111733
4.540009,0.112612
4.550009,0.114363
4.560009,0.116954
4.570010,0.116122
4.580010,0.113779
4.590010,0.112251
4.600010,0.111654
4.610011,0.111923
4.620011,0.113096
4.630011,0.115099
4.640011,0.117969
4.650012,0.115266
4.660012,0.113188
4.670012,0.111971
4.680012,0.111625
4.690012,0.112225
4.700013,0.113678
4.710013,0.115984
4.720013,0.117132
4.730013,0.114467
4.740014,0.112694
4.750014,0.111730
4.760014,0.111721
4.770014,0.112597
4.780015,0.114350
4.790015,0.116918
4.800015,0.116148
4.810015,0.113791
4.820015,0.112270
4.830016,0.111643
4.840016,0.111928
4.850016,0.113063
4.860016,0.115092
4.870017,0.117947
4.880017,0.115277
4.890017,0.113205
4.900017,0.111984
4.910017,0.111618
4.920018,0.112208
4.930018,0.113652
4.940018,0.115930
4.950018,0.117181
4.960019,0.114517
4.970019,0.112685
4.980019,0.111757
4.990019,0.111728
5.000020,0.112579
5.010020,0.114342
5.020020,0.116911
5.030020,0.116164
5.040020,0.113813
5.050021,0.112290
5.060021,0.111651
5.070021,0.111922
5.080021,0.113055
5.090022,0.115080
5.100022,0.117946
5.110022,0.115322
5.120022,0.113169
5.130023,0.111973
5.140023,0.111622
5.150023,0.112225
5.160023,0.113640
5.170023,0.115928
5.180024,0.117204
5.190024,0.114535
5.200024,0.112709
5.210024,0.111784
5.220025,0.111718
5.230025,0.112561
5.240025,0.114316
5.250025,0.116854
5.260026,0.116211
5.270026,0.113838
5.280026,0.112299
5.290026,0.111636
5.300026,0.111888
5.310027,0.113060
5.320027,0.115064
5.330027,0.117893
5.340027,0.115340
5.350028,0.113239
5.360028,0.111978
5.370028,0.111619
5.380028,0.112195
5.390028,0.113599
5.400029,0.115915
5.410029,0.117209
5.420029,0.114543
5.430029,0.112691
5.440030,0.111755
5.450030,0.111717
5.460030,0.112591
5.470030,0.114286
5.480031,0.116859
5.490031,0.116224
5.500031,0.113831
5.510031,0.112318
5.520031,0.111663
5.530032,0.111884
5.540032,0.113024
5.550032,0.115024
5.560032,0.117873
5.570033,0.115368
5.580033,0.113226
5.590033,0.112009
5.600033,0.111625
5.610034,0.112192
5.620034,0.113588
5.630034,0.115864
5.640034,0.117215
5.650034,0.114542
5.660035,0.112739
5.670035,0.111782
5.680035,0.111683
5.690035,0.112541
5.700036,0.114265
5.710036,0.116804
5.720036,0.116294
5.730036,0.113872
5.740036,0.112305
5.750037,0.111649
5.760037,0.111854
5.770037,0.113048
5.780037,0.115015
5.790038,0.117850
5.800038,0.115393
5.810038,0.113239
5.820038,0.112012
5.830039,0.111607
5.840039,0.112154
5.850039,0.113588
5.860039,0.115859
5.870039,0.117262
5.880040,0.114591
5.890040,0.112747
5.900040,0.111805
5.910040,0.111690
5.920041,0.112552
5.930041,0.114257
5.940041,0.116792
5.950041,0.116310
5.960042,0.113860
5.970042,0.112326
5.980042,0.111643
5.990042,0.111914
6.000042,0.112981
6.010043,0.114976
6.020043,0.117802
6.030043,0.115407
6.040043,0.113289
6.050044,0.112045
6.060044,0.111657
6.070044,0.112142
6.080044,0.113593
6.090044,0.115836
6.100045,0.117287
6.110045,0.114623
6.120045,0.112786
6.130045,0.111773
6.140046,0.111725
6.150046,0.112532
6.160046,0.114212
6.170046,0.116756
6.180047,0.116329
6.190047,0.113916
6.200047,0.112353
6.210047,0.111677
6.220047,0.111899
6.230048,0.112976
6.240048,0.114968
6.250048,0.116455
6.260048,0.114002
6.270049,0.112406
6.280049,0.111663
